,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37,Feature 38,Feature 39,Feature 40,Feature 41,Feature 42,Feature 43,Feature 44,Feature 45,Feature 46,Feature 47,Feature 48,Feature 49,Feature 50,Feature 51,Feature 52,Feature 53,Feature 54,Feature 55,Feature 56,Feature 57,Feature 58,Feature 59,Feature 60,Feature 61,Feature 62,Feature 63,Feature 64,Feature 65,Feature 66,Feature 67,Feature 68,Feature 69,Feature 70,Feature 71,Feature 72,Feature 73,Feature 74,Feature 75,Feature 76,Feature 77,Feature 78,Feature 79,Feature 80,Feature 81,Feature 82,Feature 83,Feature 84,Feature 85,Feature 86,Feature 87,Feature 88,Feature 89,Feature 90,Feature 91,Feature 92,Feature 93,Feature 94,Feature 95,Feature 96,Feature 97,Feature 98,Feature 99,Feature 100,Feature 101,Feature 102,Feature 103,Feature 104,Feature 105,Feature 106,Feature 107,Feature 108
P 36,FREQUENCY_5,"DO_WITH_HAIR_\not_sure\""""",pages_color-translator,"COMFORT_LEVEL_\not_comfortable\""""",FREQUENCY_6,pages_hair-color,pages_learn-more,"GRAY_LEVEL_\all\""""",browser_other,medium_organic,FREQUENCY_2,customer_type_rootreboot,FREQUENCY_4,pages_color-advisor,pages_landing,utm_iterable,avg_session_length,"COLOR_WHERE_\at_salon\""""",country,pages_confirmation,"HAIR_COLOR_\black\""""",pages_hair-dye-ingredients,pages_email-unsubscribe,device_tablet,pages_blog,"GRAY_LEVEL_\no_gray\""""","NATURAL_HAIR_COLOR_\black\""""",pages_shop,"DO_WITH_HAIR_\change\""""","COMFORT_LEVEL_\very_comfortable\""""",state,pages_hair-color-chart,latitude,pages_checkout,customer_type_other,pages_membership,city,"NATURAL_HAIR_COLOR_\brown\""""",order_type_subscription,"HAIR_COLOR_\brown\""""",medium_other,utm_other,medium_none,utm_direct,order_type_renewal,medium_email,total_pages,FREQUENCY_other,total_order_type,total_customer_type,purchases,customer_type_colorbar,visit_count,device_mobile,revenue,utm_facebook,browser_chrome,"COLOR_WHERE_\salon_and_home\""""",pages_colorbar,pages_notloggedin,"COMFORT_LEVEL_\comfortable\""""","NATURAL_HAIR_COLOR_\blonde\""""",visitor_age,browser_ie,pages_about,"COLOR_WHERE_\at_home\""""",order_type_one-time,pages_cart,"NATURAL_HAIR_COLOR_\red\""""",utm_google,medium_fbigan,pages_compare-shades,"HAIR_COLOR_\blonde\""""",device_desktop,browser_facebook,longitude,pages_account,predicted_future_ltr_10yr,browser_safari,pages_hair-colorist,pages_search,"GRAY_LEVEL_\less_than_50\""""",customer_type_color,pages_shopping,pages_welcome,FREQUENCY_8,"HAIR_COLOR_\red\""""",pages_product,"DO_WITH_HAIR_\color_and_highlights\""""",pages_signIn,pages_other,customer_type_gloss,"GRAY_LEVEL_\more_than_50\""""",pages_faqs,browser_firefox,"GRAY_LEVEL_\not_sure\""""",pages_refer,pages_support,"COMFORT_LEVEL_\somewhat_comfortable\""""",utm_bronto,pages_share,pages_how-to-color-your-hair,"DO_WITH_HAIR_\touch_up\""""","DO_WITH_HAIR_\highlight_only\""""",medium_cpc,FREQUENCY_12,FREQUENCY_3,FREQUENCY_7
P 37,pages_support,pages_hair-colorist,"DO_WITH_HAIR_\highlight_only\""""",customer_type_other,pages_faqs,FREQUENCY_5,"DO_WITH_HAIR_\touch_up\""""",FREQUENCY_8,"GRAY_LEVEL_\no_gray\""""",device_tablet,pages_about,total_pages,FREQUENCY_6,FREQUENCY_12,pages_how-to-color-your-hair,FREQUENCY_4,browser_ie,pages_membership,browser_safari,visit_count,"HAIR_COLOR_\black\""""",customer_type_rootreboot,"DO_WITH_HAIR_\change\""""",pages_refer,pages_landing,pages_shop,pages_notloggedin,pages_compare-shades,FREQUENCY_2,pages_account,"COMFORT_LEVEL_\somewhat_comfortable\""""",city,browser_facebook,device_desktop,utm_facebook,"NATURAL_HAIR_COLOR_\black\""""","HAIR_COLOR_\red\""""",pages_checkout,pages_confirmation,medium_cpc,"HAIR_COLOR_\brown\""""",latitude,browser_chrome,medium_other,pages_other,longitude,visitor_age,order_type_one-time,medium_fbigan,pages_welcome,purchases,pages_cart,pages_product,order_type_renewal,state,total_order_type,total_customer_type,utm_iterable,revenue,"COLOR_WHERE_\at_home\""""",medium_email,utm_google,"GRAY_LEVEL_\all\""""","NATURAL_HAIR_COLOR_\brown\""""",predicted_future_ltr_10yr,medium_none,utm_direct,customer_type_color,utm_bronto,pages_share,"NATURAL_HAIR_COLOR_\red\""""","NATURAL_HAIR_COLOR_\blonde\""""","COLOR_WHERE_\salon_and_home\""""",browser_firefox,avg_session_length,order_type_subscription,utm_other,"COLOR_WHERE_\at_salon\""""","HAIR_COLOR_\blonde\""""",pages_color-advisor,"COMFORT_LEVEL_\comfortable\""""","COMFORT_LEVEL_\very_comfortable\""""",customer_type_colorbar,"GRAY_LEVEL_\less_than_50\""""",pages_colorbar,medium_organic,pages_search,pages_email-unsubscribe,country,pages_hair-color-chart,"GRAY_LEVEL_\more_than_50\""""",pages_signIn,pages_color-translator,pages_shopping,"GRAY_LEVEL_\not_sure\""""",FREQUENCY_other,device_mobile,customer_type_gloss,"DO_WITH_HAIR_\color_and_highlights\""""",pages_blog,"COMFORT_LEVEL_\not_comfortable\""""",pages_hair-color,browser_other,FREQUENCY_3,pages_learn-more,pages_hair-dye-ingredients,"DO_WITH_HAIR_\not_sure\""""",FREQUENCY_7
P 38,FREQUENCY_7,pages_hair-colorist,medium_organic,browser_firefox,pages_color-translator,pages_support,browser_other,"GRAY_LEVEL_\no_gray\""""",pages_compare-shades,total_pages,"DO_WITH_HAIR_\change\""""","COMFORT_LEVEL_\not_comfortable\""""",pages_about,city,FREQUENCY_2,pages_color-advisor,"DO_WITH_HAIR_\highlight_only\""""",pages_email-unsubscribe,visit_count,pages_faqs,utm_iterable,pages_checkout,pages_hair-color-chart,pages_confirmation,"NATURAL_HAIR_COLOR_\black\""""",device_tablet,"HAIR_COLOR_\black\""""",latitude,pages_account,"COMFORT_LEVEL_\very_comfortable\""""","COLOR_WHERE_\at_salon\""""",avg_session_length,device_desktop,"HAIR_COLOR_\brown\""""",pages_hair-color,utm_google,customer_type_colorbar,utm_facebook,"COLOR_WHERE_\salon_and_home\""""",medium_other,"GRAY_LEVEL_\all\""""",order_type_subscription,order_type_renewal,pages_membership,visitor_age,purchases,customer_type_other,revenue,"NATURAL_HAIR_COLOR_\brown\""""",pages_notloggedin,customer_type_rootreboot,"NATURAL_HAIR_COLOR_\red\""""",customer_type_gloss,total_order_type,total_customer_type,pages_learn-more,customer_type_color,medium_email,"HAIR_COLOR_\red\""""",medium_fbigan,FREQUENCY_12,utm_other,"GRAY_LEVEL_\not_sure\""""",pages_colorbar,pages_signIn,state,order_type_one-time,pages_welcome,utm_direct,medium_none,predicted_future_ltr_10yr,pages_shop,browser_safari,browser_facebook,pages_blog,FREQUENCY_4,longitude,"NATURAL_HAIR_COLOR_\blonde\""""",pages_product,FREQUENCY_5,"DO_WITH_HAIR_\touch_up\""""",pages_share,device_mobile,country,"GRAY_LEVEL_\less_than_50\""""","COMFORT_LEVEL_\comfortable\""""",pages_cart,FREQUENCY_6,pages_landing,pages_refer,"GRAY_LEVEL_\more_than_50\""""","COLOR_WHERE_\at_home\""""",pages_hair-dye-ingredients,"HAIR_COLOR_\blonde\""""",browser_ie,FREQUENCY_other,pages_shopping,"COMFORT_LEVEL_\somewhat_comfortable\""""",browser_chrome,utm_bronto,"DO_WITH_HAIR_\color_and_highlights\""""",FREQUENCY_3,FREQUENCY_8,pages_search,"DO_WITH_HAIR_\not_sure\""""",medium_cpc,pages_how-to-color-your-hair,pages_other
P 39,pages_how-to-color-your-hair,FREQUENCY_7,pages_other,FREQUENCY_2,"DO_WITH_HAIR_\not_sure\""""",pages_refer,pages_color-translator,"COMFORT_LEVEL_\not_comfortable\""""",avg_session_length,pages_notloggedin,"GRAY_LEVEL_\all\""""",browser_firefox,total_pages,pages_account,"COLOR_WHERE_\salon_and_home\""""",customer_type_rootreboot,"GRAY_LEVEL_\not_sure\""""",pages_color-advisor,FREQUENCY_4,"GRAY_LEVEL_\no_gray\""""","COMFORT_LEVEL_\comfortable\""""",medium_cpc,FREQUENCY_5,pages_search,pages_faqs,"DO_WITH_HAIR_\change\""""",device_mobile,browser_safari,pages_confirmation,pages_shopping,pages_blog,utm_bronto,pages_checkout,browser_facebook,customer_type_gloss,country,pages_shop,pages_share,visit_count,"COMFORT_LEVEL_\very_comfortable\""""",medium_email,"HAIR_COLOR_\black\""""",device_desktop,"NATURAL_HAIR_COLOR_\brown\""""",pages_compare-shades,medium_other,pages_membership,utm_other,"NATURAL_HAIR_COLOR_\black\""""",utm_direct,medium_none,"NATURAL_HAIR_COLOR_\blonde\""""",browser_chrome,utm_iterable,order_type_one-time,visitor_age,order_type_renewal,revenue,"HAIR_COLOR_\brown\""""",purchases,"COLOR_WHERE_\at_salon\""""",total_order_type,total_customer_type,"HAIR_COLOR_\blonde\""""",order_type_subscription,utm_facebook,medium_fbigan,longitude,browser_ie,FREQUENCY_6,predicted_future_ltr_10yr,"COLOR_WHERE_\at_home\""""",FREQUENCY_other,"HAIR_COLOR_\red\""""",state,customer_type_color,"GRAY_LEVEL_\less_than_50\""""",pages_cart,"NATURAL_HAIR_COLOR_\red\""""",utm_google,pages_welcome,pages_colorbar,pages_landing,pages_support,"DO_WITH_HAIR_\touch_up\""""",pages_hair-colorist,latitude,customer_type_other,pages_hair-color-chart,customer_type_colorbar,FREQUENCY_12,"GRAY_LEVEL_\more_than_50\""""",city,"DO_WITH_HAIR_\color_and_highlights\""""",pages_product,pages_hair-dye-ingredients,pages_about,pages_email-unsubscribe,pages_signIn,pages_hair-color,FREQUENCY_8,device_tablet,medium_organic,"COMFORT_LEVEL_\somewhat_comfortable\""""","DO_WITH_HAIR_\highlight_only\""""",pages_learn-more,browser_other,FREQUENCY_3
P 40,browser_ie,FREQUENCY_2,"COMFORT_LEVEL_\somewhat_comfortable\""""",pages_email-unsubscribe,pages_color-translator,"GRAY_LEVEL_\not_sure\""""",FREQUENCY_7,"DO_WITH_HAIR_\touch_up\""""",browser_other,"GRAY_LEVEL_\no_gray\""""","COLOR_WHERE_\at_home\""""",customer_type_gloss,pages_color-advisor,pages_hair-color,pages_welcome,visit_count,device_tablet,pages_learn-more,medium_cpc,pages_cart,customer_type_colorbar,"DO_WITH_HAIR_\highlight_only\""""",medium_fbigan,pages_other,utm_bronto,pages_colorbar,total_pages,"NATURAL_HAIR_COLOR_\brown\""""",pages_checkout,longitude,customer_type_color,purchases,revenue,"HAIR_COLOR_\red\""""",FREQUENCY_other,pages_product,utm_google,FREQUENCY_5,FREQUENCY_8,pages_how-to-color-your-hair,total_customer_type,total_order_type,visitor_age,pages_confirmation,browser_chrome,pages_search,order_type_renewal,device_desktop,"HAIR_COLOR_\black\""""","HAIR_COLOR_\brown\""""",order_type_one-time,pages_hair-dye-ingredients,country,pages_membership,utm_direct,medium_none,FREQUENCY_12,utm_facebook,medium_email,"HAIR_COLOR_\blonde\""""",FREQUENCY_6,order_type_subscription,pages_signIn,medium_organic,pages_refer,utm_other,"NATURAL_HAIR_COLOR_\blonde\""""",predicted_future_ltr_10yr,"DO_WITH_HAIR_\change\""""",pages_landing,utm_iterable,browser_facebook,pages_blog,"GRAY_LEVEL_\less_than_50\""""",city,pages_faqs,state,browser_safari,"NATURAL_HAIR_COLOR_\red\""""",pages_hair-color-chart,device_mobile,pages_shopping,"COLOR_WHERE_\at_salon\""""","NATURAL_HAIR_COLOR_\black\""""",medium_other,"GRAY_LEVEL_\more_than_50\""""","GRAY_LEVEL_\all\""""",pages_about,latitude,pages_share,pages_account,"COLOR_WHERE_\salon_and_home\""""",FREQUENCY_4,customer_type_rootreboot,pages_notloggedin,"COMFORT_LEVEL_\comfortable\""""","DO_WITH_HAIR_\not_sure\""""",pages_support,customer_type_other,pages_compare-shades,pages_shop,avg_session_length,"COMFORT_LEVEL_\very_comfortable\""""",FREQUENCY_3,pages_hair-colorist,"COMFORT_LEVEL_\not_comfortable\""""",browser_firefox,"DO_WITH_HAIR_\color_and_highlights\"""""
P 41,browser_firefox,"COMFORT_LEVEL_\somewhat_comfortable\""""",pages_color-translator,FREQUENCY_2,pages_email-unsubscribe,pages_share,pages_cart,latitude,city,pages_search,"DO_WITH_HAIR_\touch_up\""""",FREQUENCY_5,medium_cpc,"COLOR_WHERE_\at_home\""""",pages_blog,pages_color-advisor,pages_shopping,pages_landing,pages_hair-dye-ingredients,state,FREQUENCY_12,"GRAY_LEVEL_\all\""""",browser_other,utm_google,visit_count,pages_how-to-color-your-hair,"HAIR_COLOR_\blonde\""""",medium_other,customer_type_color,customer_type_gloss,longitude,pages_other,FREQUENCY_8,device_mobile,utm_bronto,total_pages,pages_welcome,"NATURAL_HAIR_COLOR_\red\""""",customer_type_colorbar,FREQUENCY_6,FREQUENCY_other,order_type_one-time,pages_learn-more,revenue,pages_product,pages_about,total_customer_type,total_order_type,purchases,"HAIR_COLOR_\red\""""","GRAY_LEVEL_\more_than_50\""""","GRAY_LEVEL_\less_than_50\""""","NATURAL_HAIR_COLOR_\blonde\""""",predicted_future_ltr_10yr,order_type_subscription,"DO_WITH_HAIR_\highlight_only\""""","NATURAL_HAIR_COLOR_\brown\""""",utm_facebook,browser_chrome,medium_none,utm_direct,device_desktop,pages_colorbar,FREQUENCY_4,country,medium_email,pages_hair-color,pages_refer,browser_facebook,"HAIR_COLOR_\brown\""""",visitor_age,order_type_renewal,pages_checkout,utm_iterable,customer_type_other,"COLOR_WHERE_\salon_and_home\""""",device_tablet,pages_confirmation,browser_safari,"GRAY_LEVEL_\not_sure\""""",medium_fbigan,utm_other,"HAIR_COLOR_\black\""""",pages_signIn,"NATURAL_HAIR_COLOR_\black\""""","DO_WITH_HAIR_\change\""""","COMFORT_LEVEL_\comfortable\""""","GRAY_LEVEL_\no_gray\""""",avg_session_length,pages_faqs,"DO_WITH_HAIR_\not_sure\""""",customer_type_rootreboot,"COLOR_WHERE_\at_salon\""""",pages_account,pages_shop,pages_notloggedin,medium_organic,FREQUENCY_3,pages_membership,pages_hair-color-chart,pages_compare-shades,pages_hair-colorist,FREQUENCY_7,"DO_WITH_HAIR_\color_and_highlights\""""",pages_support,"COMFORT_LEVEL_\very_comfortable\""""","COMFORT_LEVEL_\not_comfortable\""""",browser_ie
P 42,"COMFORT_LEVEL_\not_comfortable\""""",pages_hair-dye-ingredients,pages_refer,"COMFORT_LEVEL_\very_comfortable\""""",pages_email-unsubscribe,"COLOR_WHERE_\salon_and_home\""""",medium_cpc,device_tablet,pages_share,"DO_WITH_HAIR_\highlight_only\""""",FREQUENCY_2,"DO_WITH_HAIR_\touch_up\""""",pages_search,FREQUENCY_8,FREQUENCY_12,browser_other,pages_learn-more,"GRAY_LEVEL_\no_gray\""""",pages_welcome,utm_bronto,"GRAY_LEVEL_\more_than_50\""""",customer_type_color,pages_shopping,medium_fbigan,browser_firefox,pages_cart,visit_count,pages_blog,FREQUENCY_5,country,utm_google,pages_signIn,"HAIR_COLOR_\red\""""",total_pages,visitor_age,"NATURAL_HAIR_COLOR_\brown\""""",pages_about,device_desktop,predicted_future_ltr_10yr,revenue,order_type_one-time,"DO_WITH_HAIR_\change\""""","HAIR_COLOR_\black\""""","GRAY_LEVEL_\less_than_50\""""",purchases,total_customer_type,total_order_type,customer_type_gloss,FREQUENCY_6,"COLOR_WHERE_\at_salon\""""",pages_how-to-color-your-hair,utm_facebook,state,"NATURAL_HAIR_COLOR_\black\""""",latitude,browser_chrome,order_type_renewal,medium_email,"HAIR_COLOR_\brown\""""",utm_other,order_type_subscription,medium_none,utm_direct,"NATURAL_HAIR_COLOR_\red\""""",browser_facebook,"NATURAL_HAIR_COLOR_\blonde\""""",pages_checkout,pages_product,browser_safari,longitude,customer_type_colorbar,"HAIR_COLOR_\blonde\""""",pages_faqs,pages_colorbar,pages_hair-color-chart,FREQUENCY_4,"COMFORT_LEVEL_\comfortable\""""","GRAY_LEVEL_\not_sure\""""",pages_confirmation,pages_account,pages_other,pages_color-advisor,utm_iterable,medium_other,customer_type_other,city,pages_shop,pages_hair-color,customer_type_rootreboot,browser_ie,pages_membership,pages_landing,"DO_WITH_HAIR_\color_and_highlights\""""",FREQUENCY_7,pages_notloggedin,device_mobile,pages_support,pages_compare-shades,pages_color-translator,medium_organic,"COLOR_WHERE_\at_home\""""",FREQUENCY_other,avg_session_length,FREQUENCY_3,pages_hair-colorist,"GRAY_LEVEL_\all\""""","DO_WITH_HAIR_\not_sure\""""","COMFORT_LEVEL_\somewhat_comfortable\"""""
P 43,pages_hair-dye-ingredients,pages_share,pages_account,pages_notloggedin,pages_about,pages_refer,pages_membership,pages_compare-shades,"GRAY_LEVEL_\all\""""","COMFORT_LEVEL_\somewhat_comfortable\""""",city,FREQUENCY_4,FREQUENCY_5,FREQUENCY_3,"DO_WITH_HAIR_\change\""""",pages_faqs,"GRAY_LEVEL_\no_gray\""""",pages_shopping,"DO_WITH_HAIR_\not_sure\""""",pages_learn-more,avg_session_length,browser_chrome,browser_safari,latitude,browser_facebook,customer_type_other,visitor_age,FREQUENCY_6,medium_fbigan,browser_ie,pages_search,"NATURAL_HAIR_COLOR_\blonde\""""",utm_other,customer_type_colorbar,"NATURAL_HAIR_COLOR_\black\""""",pages_color-advisor,pages_confirmation,customer_type_color,"COLOR_WHERE_\at_salon\""""",utm_iterable,"NATURAL_HAIR_COLOR_\brown\""""","HAIR_COLOR_\black\""""",order_type_one-time,pages_color-translator,country,state,"COLOR_WHERE_\at_home\""""",pages_product,device_desktop,order_type_renewal,medium_email,pages_welcome,pages_checkout,utm_facebook,medium_other,device_tablet,total_order_type,total_customer_type,"HAIR_COLOR_\brown\""""","HAIR_COLOR_\blonde\""""",medium_none,device_mobile,utm_direct,purchases,medium_cpc,customer_type_rootreboot,pages_colorbar,revenue,utm_google,"COLOR_WHERE_\salon_and_home\""""",longitude,medium_organic,"HAIR_COLOR_\red\""""","NATURAL_HAIR_COLOR_\red\""""",order_type_subscription,FREQUENCY_7,utm_bronto,"GRAY_LEVEL_\less_than_50\""""",pages_email-unsubscribe,visit_count,"DO_WITH_HAIR_\highlight_only\""""",FREQUENCY_12,predicted_future_ltr_10yr,total_pages,pages_signIn,customer_type_gloss,"DO_WITH_HAIR_\touch_up\""""","COMFORT_LEVEL_\very_comfortable\""""",pages_shop,"COMFORT_LEVEL_\comfortable\""""",pages_cart,"GRAY_LEVEL_\more_than_50\""""","GRAY_LEVEL_\not_sure\""""",pages_blog,"COMFORT_LEVEL_\not_comfortable\""""",browser_firefox,FREQUENCY_8,pages_hair-colorist,pages_hair-color,pages_how-to-color-your-hair,pages_support,pages_other,pages_hair-color-chart,FREQUENCY_other,browser_other,pages_landing,FREQUENCY_2,"DO_WITH_HAIR_\color_and_highlights\"""""
P 44,pages_color-translator,FREQUENCY_3,pages_hair-colorist,"COMFORT_LEVEL_\not_comfortable\""""",pages_color-advisor,pages_search,"COLOR_WHERE_\salon_and_home\""""",pages_landing,pages_share,"GRAY_LEVEL_\less_than_50\""""",pages_support,pages_hair-color,"COMFORT_LEVEL_\very_comfortable\""""",pages_email-unsubscribe,"DO_WITH_HAIR_\change\""""",browser_chrome,pages_hair-color-chart,FREQUENCY_other,pages_blog,"GRAY_LEVEL_\more_than_50\""""",customer_type_rootreboot,pages_confirmation,"NATURAL_HAIR_COLOR_\blonde\""""",customer_type_other,pages_checkout,pages_other,total_pages,visit_count,"HAIR_COLOR_\blonde\""""",FREQUENCY_8,"DO_WITH_HAIR_\touch_up\""""","DO_WITH_HAIR_\not_sure\""""",browser_safari,country,utm_bronto,order_type_subscription,medium_other,medium_cpc,predicted_future_ltr_10yr,pages_how-to-color-your-hair,visitor_age,medium_none,utm_direct,utm_other,device_mobile,latitude,FREQUENCY_5,medium_email,device_desktop,longitude,pages_welcome,"GRAY_LEVEL_\not_sure\""""",state,order_type_one-time,total_customer_type,total_order_type,pages_colorbar,customer_type_colorbar,utm_facebook,FREQUENCY_4,utm_iterable,"NATURAL_HAIR_COLOR_\red\""""",purchases,"NATURAL_HAIR_COLOR_\black\""""",browser_facebook,pages_product,revenue,"HAIR_COLOR_\red\""""","HAIR_COLOR_\black\""""",browser_ie,"COLOR_WHERE_\at_home\""""","HAIR_COLOR_\brown\""""",medium_fbigan,utm_google,"DO_WITH_HAIR_\highlight_only\""""",order_type_renewal,customer_type_color,device_tablet,pages_notloggedin,"NATURAL_HAIR_COLOR_\brown\""""",city,pages_cart,customer_type_gloss,FREQUENCY_6,browser_firefox,pages_signIn,medium_organic,pages_faqs,avg_session_length,pages_account,FREQUENCY_7,"COMFORT_LEVEL_\comfortable\""""","COLOR_WHERE_\at_salon\""""",pages_shopping,FREQUENCY_12,pages_shop,pages_learn-more,"GRAY_LEVEL_\no_gray\""""",pages_compare-shades,browser_other,"COMFORT_LEVEL_\somewhat_comfortable\""""","GRAY_LEVEL_\all\""""",pages_hair-dye-ingredients,pages_refer,pages_membership,pages_about,FREQUENCY_2,"DO_WITH_HAIR_\color_and_highlights\"""""
P 45,"GRAY_LEVEL_\not_sure\""""",pages_faqs,FREQUENCY_12,pages_how-to-color-your-hair,customer_type_gloss,pages_about,pages_email-unsubscribe,pages_color-translator,"DO_WITH_HAIR_\color_and_highlights\""""","GRAY_LEVEL_\no_gray\""""",FREQUENCY_5,browser_firefox,pages_other,medium_other,FREQUENCY_3,utm_iterable,pages_compare-shades,total_pages,"DO_WITH_HAIR_\highlight_only\""""","COMFORT_LEVEL_\not_comfortable\""""",pages_hair-dye-ingredients,visitor_age,"NATURAL_HAIR_COLOR_\black\""""",city,medium_cpc,pages_checkout,"COMFORT_LEVEL_\very_comfortable\""""",FREQUENCY_4,"HAIR_COLOR_\black\""""",pages_notloggedin,"COLOR_WHERE_\at_salon\""""",customer_type_color,pages_account,pages_confirmation,"HAIR_COLOR_\brown\""""",device_mobile,pages_shopping,FREQUENCY_6,visit_count,browser_ie,device_desktop,utm_facebook,order_type_renewal,avg_session_length,utm_google,pages_product,purchases,browser_facebook,revenue,browser_other,predicted_future_ltr_10yr,pages_signIn,pages_colorbar,"COMFORT_LEVEL_\comfortable\""""",pages_welcome,pages_shop,total_order_type,total_customer_type,longitude,utm_direct,medium_none,order_type_subscription,pages_color-advisor,latitude,"GRAY_LEVEL_\all\""""",customer_type_colorbar,order_type_one-time,medium_email,"DO_WITH_HAIR_\touch_up\""""",browser_safari,"COLOR_WHERE_\at_home\""""","NATURAL_HAIR_COLOR_\brown\""""",utm_other,pages_landing,"DO_WITH_HAIR_\change\""""",state,"NATURAL_HAIR_COLOR_\blonde\""""",medium_organic,"GRAY_LEVEL_\less_than_50\""""",browser_chrome,pages_hair-color-chart,FREQUENCY_8,"HAIR_COLOR_\red\""""",pages_cart,"HAIR_COLOR_\blonde\""""","DO_WITH_HAIR_\not_sure\""""","NATURAL_HAIR_COLOR_\red\""""",pages_learn-more,"GRAY_LEVEL_\more_than_50\""""",country,device_tablet,"COLOR_WHERE_\salon_and_home\""""",pages_blog,pages_membership,pages_hair-color,medium_fbigan,pages_support,"COMFORT_LEVEL_\somewhat_comfortable\""""",customer_type_rootreboot,FREQUENCY_7,utm_bronto,FREQUENCY_other,pages_hair-colorist,pages_search,customer_type_other,pages_share,FREQUENCY_2,pages_refer
P 46,pages_about,pages_faqs,city,customer_type_other,pages_search,pages_color-translator,pages_email-unsubscribe,customer_type_rootreboot,FREQUENCY_7,"DO_WITH_HAIR_\color_and_highlights\""""","DO_WITH_HAIR_\not_sure\""""","COLOR_WHERE_\salon_and_home\""""",pages_product,pages_hair-color-chart,pages_other,browser_chrome,pages_cart,device_tablet,pages_hair-color,latitude,"COMFORT_LEVEL_\very_comfortable\""""","COMFORT_LEVEL_\not_comfortable\""""",pages_membership,"NATURAL_HAIR_COLOR_\red\""""",FREQUENCY_12,FREQUENCY_3,utm_bronto,pages_share,longitude,"COMFORT_LEVEL_\comfortable\""""",utm_other,medium_fbigan,"DO_WITH_HAIR_\touch_up\""""",total_customer_type,total_order_type,"HAIR_COLOR_\red\""""",FREQUENCY_8,pages_color-advisor,"GRAY_LEVEL_\more_than_50\""""",medium_cpc,browser_other,medium_email,"HAIR_COLOR_\blonde\""""",pages_landing,"GRAY_LEVEL_\less_than_50\""""",order_type_one-time,"NATURAL_HAIR_COLOR_\blonde\""""",pages_welcome,order_type_subscription,"HAIR_COLOR_\black\""""",purchases,revenue,predicted_future_ltr_10yr,"GRAY_LEVEL_\no_gray\""""","NATURAL_HAIR_COLOR_\black\""""",pages_learn-more,state,"COLOR_WHERE_\at_salon\""""","HAIR_COLOR_\brown\""""",medium_none,utm_direct,utm_iterable,"NATURAL_HAIR_COLOR_\brown\""""",utm_facebook,browser_safari,visit_count,avg_session_length,FREQUENCY_5,customer_type_colorbar,total_pages,"COLOR_WHERE_\at_home\""""",browser_facebook,FREQUENCY_4,FREQUENCY_6,FREQUENCY_2,order_type_renewal,device_mobile,device_desktop,utm_google,medium_other,pages_refer,pages_how-to-color-your-hair,pages_checkout,pages_shop,"COMFORT_LEVEL_\somewhat_comfortable\""""",pages_confirmation,"DO_WITH_HAIR_\change\""""",pages_notloggedin,pages_colorbar,pages_account,pages_signIn,medium_organic,visitor_age,customer_type_color,browser_ie,"GRAY_LEVEL_\all\""""",pages_support,FREQUENCY_other,browser_firefox,pages_compare-shades,country,customer_type_gloss,"GRAY_LEVEL_\not_sure\""""","DO_WITH_HAIR_\highlight_only\""""",pages_shopping,pages_blog,pages_hair-dye-ingredients,pages_hair-colorist
